Date,MU
2009-01-08,3.3257293701171875
2009-01-09,3.20869517326355
2009-01-12,3.0819075107574463
2009-01-13,3.0721545219421387
2009-01-14,2.857591152191162
2009-01-15,2.9161086082458496
2009-01-16,3.315976619720459
2009-01-20,3.0038845539093018
2009-01-21,3.354987859725952
2009-01-22,3.1696832180023193
2009-01-23,3.4720218181610107
2009-01-26,3.315976619720459
2009-01-27,3.403752088546753
2009-01-28,3.6670796871185303
2009-01-29,3.4817750453948975
2009-01-30,3.628068447113037
2009-02-02,3.5110340118408203
2009-02-03,3.6670796871185303
2009-02-04,3.803619861602783
2009-02-05,3.969419479370117
2009-02-06,3.9791722297668457
2009-02-09,4.213240623474121
2009-02-10,3.920654296875
2009-02-11,3.784114122390747
2009-02-12,3.8426313400268555
2009-02-13,3.6378214359283447
2009-02-17,3.218447685241699
2009-02-18,3.1209187507629395
2009-02-19,2.9258618354797363
2009-02-20,2.7405571937561035
2009-02-23,2.7405571937561035
2009-02-24,3.1404247283935547
2009-02-25,3.1404247283935547
2009-02-26,3.20869517326355
2009-02-27,3.1404247283935547
2009-03-02,2.935614585876465
2009-03-03,3.013637065887451
2009-03-04,3.1209187507629395
2009-03-05,3.0721545219421387
2009-03-06,2.838085412979126
2009-03-09,2.5162408351898193
2009-03-10,2.8088271617889404
2009-03-11,3.1209187507629395
2009-03-12,3.4135050773620605
2009-03-13,3.5500454902648926
2009-03-16,3.559798240661621
2009-03-17,3.5890564918518066
2009-03-18,3.676832437515259
2009-03-19,3.5793039798736572
2009-03-20,3.3452351093292236
2009-03-23,3.71584415435791
2009-03-24,3.608562707901001
2009-03-25,3.6183152198791504
2009-03-26,4.115711688995361
2009-03-27,4.0669474601745605
2009-03-30,3.784114122390747
2009-03-31,3.9596657752990723
2009-04-01,4.076700210571289
2009-04-02,4.5155792236328125
2009-04-03,4.388792037963867
2009-04-06,4.408298015594482
2009-04-07,4.203487873077393
2009-04-08,4.174228668212891
2009-04-09,4.340027332305908
2009-04-13,4.2815093994140625
2009-04-14,4.193734645843506
2009-04-15,4.388792037963867
2009-04-16,4.856929779052734
2009-04-17,4.87643575668335
2009-04-20,4.47656774520874
2009-04-21,4.58384895324707
2009-04-22,4.905694007873535
2009-04-23,4.798413276672363
2009-04-24,4.739895820617676
2009-04-27,4.5448384284973145
2009-04-28,4.447308540344238
2009-04-29,4.7203898429870605
2009-04-30,4.759400844573975
2009-05-01,4.769154071807861
2009-05-04,5.139762878417969
2009-05-05,5.305561542510986
2009-05-06,5.2567973136901855
2009-05-07,4.798413276672363
2009-05-08,4.730142593383789
2009-05-11,4.5448384284973145
2009-05-12,4.3107686042785645
2009-05-13,4.213240623474121
2009-05-14,4.437556266784668
2009-05-15,4.135217189788818
2009-05-18,4.5643439292907715
2009-05-19,4.730142593383789
2009-05-20,4.681378364562988
2009-05-21,4.4668145179748535
2009-05-22,4.398545265197754
2009-05-26,4.535084247589111
2009-05-27,4.6521196365356445
2009-05-28,4.739895820617676
2009-05-29,4.934953212738037
2009-06-01,5.188528537750244
2009-06-02,4.944706916809082
2009-06-03,4.847176551818848
2009-06-04,5.36407995223999
2009-06-05,5.169022083282471
2009-06-08,5.169022083282471
2009-06-09,5.442101001739502
2009-06-10,5.715182304382324
2009-06-11,5.4518561363220215
2009-06-12,5.33482027053833
2009-06-15,5.188528537750244
2009-06-16,5.071493625640869
2009-06-17,5.169022083282471
2009-06-18,5.130010604858398
2009-06-19,5.198280334472656
2009-06-22,4.895941257476807
2009-06-23,4.730142593383789
2009-06-24,5.012976169586182
2009-06-25,5.169022083282471
2009-06-26,4.973964691162109
2009-06-29,4.983717918395996
2009-06-30,4.934953212738037
2009-07-01,5.051988124847412
2009-07-02,4.837423801422119
2009-07-06,4.769154071807861
